Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.2116,43.11
LSTM,2,1.1261,43.89
LSTM,3,0.9685,54.22
LSTM,4,0.9411,54.78
LSTM,5,0.8858,57.67
LSTM,6,0.8289,61.33
LSTM,7,0.8923,57.0
LSTM,8,0.7951,63.0
LSTM,9,0.7618,66.22
LSTM,10,0.8523,59.78
LSTM,11,0.8033,62.11
LSTM,12,0.783,62.89
LSTM,13,0.8619,59.44
LSTM,14,0.7504,65.67
LSTM,15,0.6947,67.11
LSTM,16,0.6882,68.78
LSTM,17,0.684,69.22
LSTM,18,0.6107,73.44
LSTM,19,0.5326,78.33
LSTM,20,0.6126,74.0
LSTM,21,0.5291,74.67
LSTM,22,0.5379,77.22
LSTM,23,0.5833,75.22
LSTM,24,0.5647,75.22
LSTM,25,0.4829,79.56
LSTM,26,0.4567,79.67
LSTM,27,0.4534,81.0
LSTM,28,0.4396,82.11
LSTM,29,0.4434,81.11
LSTM,30,0.4723,81.56
LSTM,31,0.5262,78.44
LSTM,32,0.4727,79.67
LSTM,33,0.3688,85.56
LSTM,34,0.3498,87.0
LSTM,35,0.3999,85.11
LSTM,36,0.3454,85.56
LSTM,37,0.3476,88.33
LSTM,38,0.3922,83.44
LSTM,39,0.3864,84.56
LSTM,40,0.3389,86.33
LSTM,41,0.3551,88.33
LSTM,42,0.2941,90.44
LSTM,43,0.3653,85.78
LSTM,44,0.3242,88.89
LSTM,45,0.3008,89.89
LSTM,46,0.3598,87.0
LSTM,47,0.3639,84.56
LSTM,48,0.2659,90.67
LSTM,49,0.338,86.78
LSTM,50,0.2711,89.78
LSTM,51,0.2616,88.11
LSTM,52,0.2562,90.89
LSTM,53,0.2246,91.56
LSTM,54,0.2562,89.11
LSTM,55,0.2457,90.78
LSTM,56,0.2196,91.0
LSTM,57,0.3057,86.33
LSTM,58,0.2541,90.78
LSTM,59,0.2669,89.33
LSTM,60,0.2421,90.0
LSTM,61,0.2252,91.33
LSTM,62,0.2202,91.22
LSTM,63,0.1756,92.78
LSTM,64,0.1761,92.22
LSTM,65,0.1666,93.33
LSTM,66,0.1682,93.33
LSTM,67,0.1852,93.22
LSTM,68,0.1377,95.0
LSTM,69,0.1781,93.33
LSTM,70,0.1812,92.67
LSTM,71,0.1526,93.78
LSTM,72,0.1485,94.89
LSTM,73,0.188,92.56
LSTM,74,0.2165,91.0
LSTM,75,0.1275,95.78
LSTM,76,0.1215,95.67
LSTM,77,0.1083,95.44
LSTM,78,0.1142,95.67
LSTM,79,0.1173,95.44
LSTM,80,0.1349,94.78
LSTM,81,0.1248,94.67
LSTM,82,0.1088,95.78
LSTM,83,0.134,93.67
LSTM,84,0.1016,96.67
LSTM,85,0.0931,96.22
LSTM,86,0.0951,96.44
LSTM,87,0.0878,96.44
LSTM,88,0.0759,97.56
LSTM,89,0.0779,97.22
LSTM,90,0.0801,97.22
LSTM,91,0.095,96.89
LSTM,92,0.098,96.67
LSTM,93,0.0997,96.22
LSTM,94,0.0851,97.44
LSTM,95,0.0782,97.22
LSTM,96,0.0805,97.0
LSTM,97,0.0715,98.0
LSTM,98,0.0881,97.0
LSTM,99,0.0797,97.0
LSTM,100,0.0737,97.11
Mamba,1,1.3727,32.33
Mamba,2,1.259,40.0
Mamba,3,1.027,51.0
Mamba,4,0.9785,55.22
Mamba,5,0.9689,56.67
Mamba,6,0.908,57.22
Mamba,7,0.9061,55.0
Mamba,8,0.89,57.78
Mamba,9,0.8526,61.67
Mamba,10,0.9906,54.56
Mamba,11,0.85,59.89
Mamba,12,0.8641,59.33
Mamba,13,0.8168,62.78
Mamba,14,0.7831,62.89
Mamba,15,0.8309,59.33
Mamba,16,0.835,60.44
