model,component,approach,epochs_trained,best_epoch,min_val_loss,final_val_loss,max_event_f1,final_event_f1,params,memory_mb,training_time_s,early_stopping,lr_reductions,log_stem,log_relpath
LSTM,Joint,joint,46,36,0.0301,0.0393,0.9782,0.9762,94780.0,0.723114013671875,413.265,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LSTM,Stage1,cascade,44,34,0.0393,0.0558,0.9472,0.9472,94646.0,0.7220916748046875,395.1572,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LSTM,Stage2,cascade,100,16,0.0,0.0,1.0,1.0,94713.0,0.7226028442382812,893.2056,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MAMBA,Joint,joint,50,35,0.0497,0.0501,0.9721,0.9714,25018.0,0.1908721923828125,351.6354,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MAMBA,Stage1,cascade,49,39,0.0544,0.0587,0.9414,0.9384,24664.0,0.18817138671875,344.6366,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MAMBA,Stage2,cascade,100,15,0.0,0.0,1.0,1.0,24841.0,0.18952178955078125,702.0472,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
TRANSFORMER,Joint,joint,28,18,0.0312,0.0347,0.9776,0.9765,404956.0,3.089569091796875,70.8935,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
TRANSFORMER,Stage1,cascade,30,20,0.0386,0.0459,0.9474,0.9423,404778.0,3.0882110595703125,75.7908,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
TRANSFORMER,Stage2,cascade,100,7,0.0,0.0,1.0,1.0,404867.0,3.0888900756835938,251.9717,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
CNN,Joint,joint,33,23,0.0229,0.0348,0.9833,0.9829,473668.0,3.613800048828125,373.8769,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
CNN,Stage1,cascade,21,11,0.0332,0.0397,0.9593,0.9577,473410.0,3.6118316650390625,237.8807,True,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
CNN,Stage2,cascade,100,3,0.0,0.0,1.0,1.0,473539.0,3.6128158569335938,1101.6356,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LightGBM,Joint,joint,0,-1,,,,,,0.4033832550048828,3.2225,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LightGBM,Stage1,cascade,0,-1,,,,,,0.20736408233642578,2.4522,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
LightGBM,Stage2,cascade,0,-1,,,,,,0.30063819885253906,0.8235,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MiniRocket,Joint,joint,0,-1,,,,,9748.0,0.0858,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MiniRocket,Stage1,cascade,0,-1,,,,,4874.0,0.0486,,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
MiniRocket,Stage2,cascade,0,-1,,,,,7311.0,0.0672,24.4039,False,0,100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1,leo/100min-1500/100min1500Energy_J2Energy_ResidLadder3_OE_Test_geo_Seed1.log
